Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Excitation source (nm),Thermal quenching temp. (K),Formula
7,4,0.05,3.95,143,63,8,55,323.746,151.964,15.999,135.965,735,200,60,140,7.29,3.44,0,3.44,16,6,2,4,39.2481444,13.618054,5.670385,7.947669,105.7,37.05,3.15,33.9,224.18475,85.4295,7.5982,77.8313,729.75,240,9.25,230.75,17.56125,13.76,0,13.76,32,24,0.1,23.9,74.42024009,54.472216,0.28351925,54.18869675,385,453,Ca0.975Sr0.975SiO4Eu0.05
9.02,4,0.02,3.98,126,63,8,55,281.0029344,151.964,15.999,135.965,755,185,50,135,11.54,3.98,0,3.98,23,7,1,6,58.4501769,17.42282,5.1390767,12.2837433,99.26,32,1.26,30.74,203.0649837,63.996,3.03928,60.95672,933.7,360,3.7,356.3,22.79,13.76,0,13.76,40.04,24,0.04,23.96,98.8864383,54.472216,0.1134077,54.3588083,390,428,Na2CaPO4FEu0.02
45,28,0.1,27.9,193,63,8,55,443.300232,151.964,15.999,135.965,855,195,60,135,9.38,3.44,0,3.44,30,12,2,10,50.8593792,13.618054,5.5769,8.041154,581.4,224,5.7,218.3,1201.450481,447.972,13.890547,434.081453,4141,1680,19.5,1660.5,121.41,96.32,0,96.32,233.1,168,0.3,167.7,518.6727911,381.305512,0.55769,380.747822,391,520,Ca8ZnLa0.1P7O28Eu0.9
7,4,0.09,3.91,179,63,8,55,421.731562,151.964,15.999,135.965,795,235,60,175,7.34,3.44,0,3.44,16,6,1,5,39.163917,13.618054,4.177128,9.440926,138.92,45.92,5.67,40.25,314.414564,112.60814,13.67676,98.93138,789.1,256.15,16.65,239.5,17.5736,13.76,0,13.76,31.91,24,0.18,23.82,74.29587065,54.472216,0.51033465,53.96188135,392,473,Rb1.09Ba0.82PO4Eu0.09
14,8,0.1,7.9,246,83,8,75,593.4069313,208.9804,15.999,192.9814,860,185,60,125,9.68,3.44,0,3.44,21,6,1,5,48.1387677,13.618054,5.1390767,8.4789773,206.3,66.4,6.3,60.1,457.5395518,167.18432,15.1964,151.98792,1384,540,17.5,522.5,36.332,27.52,0,27.52,65.4,48,0.2,47.8,152.3243904,108.944432,0.5670385,108.3773935,392,573,Na3Bi0.8P2O8Eu0.1Dy0.1
10,6,0.09,5.91,207,74,8,66,487.831,183.84,15.999,167.841,705,185,60,125,8.3,3.44,0,3.44,22,6,2,4,40.3580542,13.618054,5.670385,7.947669,179.47,59.2,5.67,53.53,392.55974,147.072,13.67676,133.39524,1037.45,523.8,16.65,507.15,25.342,20.64,0,20.64,48,36,0.18,35.82,107.7176503,81.708324,0.51033465,81.19798935,393,360,Ca2.91Mo0.2W0.8O6Eu0.09
11.05,6,0.05,5.95,162,63,5,58,381.48,151.964,10.81,141.154,680,215,60,155,8.02,3.44,0,3.44,25,12,2,10,42.192321,13.618054,5.211664,8.40639,203.15,112,3.15,108.85,465.2462,274.654,7.5982,267.0558,1104.25,430,9.25,420.75,28.15,20.64,0,20.64,58.1,36,0.1,35.9,118.4054083,81.708324,0.28351925,81.42480475,393,363,Ba2ZnB2O6Eu0.05
24,15,0.4,14.6,136,63,8,55,310.861762,151.964,15.999,135.965,695,200,60,140,7.89,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669,302,120,25.2,94.8,637.772648,239.985,60.7856,179.1994,2144,900,74,826,65.81,51.6,0,51.6,120,90,0.8,89.2,280.5362005,204.27081,2.268154,202.002656,393,405,Sr1.6Mg3P4O15Eu0.4
20.55,13,0.05,12.95,136,63,8,55,309.25884,151.964,15.999,135.965,685,185,60,125,7.87,3.44,0,3.44,17,6,2,4,41.303617,13.618054,5.670385,7.947669,297.65,136.5,3.15,133.35,635.31564,311.17044,7.5982,303.57224,1899.25,780,9.25,770.75,56,44.72,0,44.72,102.6,78,0.1,77.9,231.1799153,177.034702,0.28351925,176.7511828,393,418,MgY3.5Si3O13Eu0.05
24,15,0.4,14.6,139,63,3,60,317.801762,151.964,6.94,145.024,840,200,60,140,8.87,3.44,0,3.44,18,6,1,5,48.50794196,13.618054,5.391714761,8.226339239,288,120,1.2,118.8,605.500648,239.985,2.776,237.209,2122,900,58,842,65.822,51.6,0,51.6,119.6,90,0.4,89.6,280.4149395,204.27081,2.156685904,202.1141241,393,435,Sr1.2Mg3P4O15Li0.4Eu0.4
26,15,0.7,14.3,171,63,5,58,405.00584,151.964,10.81,141.154,725,215,60,155,7.59,3.44,0,3.44,16,6,2,4,39.015382,13.618054,5.211664,8.40639,412.8,168,30,138,938.778392,411.981,64.86,347.121,2418.5,900,129.5,770.5,68.096,51.6,0,51.6,119.3,90,1.4,88.6,281.7456235,204.27081,3.9692695,200.3015405,393,440,Ba3Y1.3B6O15Eu0.7
24,15,0.4,14.6,155,63,8,55,349.960062,151.964,15.999,135.965,915,220,60,160,8.71,3.44,0,3.44,18,6,1,5,47.45689074,13.618054,4.34066354,9.27739046,294.4,120,7.6,112.4,618.363968,239.985,15.63932,224.34568,2152,900,74,826,65.758,51.6,0,51.6,119.6,90,0.4,89.6,279.9945191,204.27081,1.736265416,202.5345446,393,440,Sr1.2Mg3P4O15K0.4Eu0.4
24,15,0.4,14.6,147,63,8,55,333.8515313,151.964,15.999,135.965,875,200,60,140,8.82,3.44,0,3.44,18,6,1,5,48.2553039,13.618054,5.1390767,8.4789773,291.2,120,4.4,115.6,611.9205557,239.985,9.195907712,230.7890923,2136,900,72,828,65.802,51.6,0,51.6,119.6,90,0.4,89.6,280.3138843,204.27081,2.05563068,202.2151793,393,445,Sr1.2Mg3P4O15Na0.4Eu0.4
10.3,6,0.3,5.7,217,74,3,71,521.95347,183.84,6.94,176.9,870,195,60,135,8.53,3.44,0,3.44,20,6,1,5,45.76731876,13.618054,5.391714761,8.226339239,212.9,74,3,71,495.57367,183.84,6.94,176.9,1040.5,360,55.5,304.5,25.73,20.64,0,20.64,48.6,36,0.6,35.4,109.8883193,81.708324,1.7011155,80.0072085,393,453,LiLaMgWO6Eu0.3
24,15,0.4,14.6,150,63,8,55,338.946762,151.964,15.999,135.965,805,200,60,140,9.79,3.44,0,3.44,21,6,2,4,51.2679102,13.618054,5.670385,7.947669,301.6,120,5.6,114.4,636.6171432,239.985,11.234,228.751,2148,900,44,856,65.694,51.6,0,51.6,119.6,90,0.8,89.2,279.6021993,204.27081,2.268154,202.002656,393,460,Sr1.6Mg3P3.6Si0.4O15Eu0.4
23.8,15,0.4,14.6,136,63,8,55,310.861762,151.964,15.999,135.965,695,200,60,140,7.89,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669,294.4,120,25.2,94.8,620.248648,239.985,60.7856,179.1994,2104,900,74,826,65.62,51.6,0,51.6,119.6,90,0.8,89.2,279.3972271,204.27081,2.268154,202.002656,393,470,Sr1.4Mg3P4O15Eu0.4
12.06,7,0.06,6.94,197,83,5,78,475.3734,208.9804,10.81,198.1704,690,200,60,140,8.33,3.44,0,3.44,18,6,2,4,40.5668412,13.618054,5.670385,7.947669,273.78,166,3.78,162.22,648.31164,417.9608,9.11784,408.84296,1121.1,420,11.1,408.9,32.91,24.08,0,24.08,60.12,42,0.12,41.88,132.5285383,95.326378,0.3402231,94.9861549,393,473,SrBi2B2O7Eu0.06
20.01,12,0.01,11.99,149,63,8,55,337.4555313,151.964,15.999,135.965,830,185,60,125,9.2,3.44,0,3.44,20,6,1,5,49.1943367,13.618054,5.1390767,8.4789773,226.63,96,0.63,95.37,470.9272338,191.988,1.51964,190.46836,1866.85,720,1.85,718.15,53.28,41.28,0,41.28,96.02,72,0.02,71.98,224.630775,163.416648,0.05670385,163.3599442,393,513,Na3MgZrP3O12Eu0.01
91.06,56,0.06,55.94,118,63,8,55,263.319762,151.964,15.999,135.965,675,185,60,125,7.94,3.44,0,3.44,17,6,2,4,43.5345152,13.618054,5.670385,7.947669,1065.78,448,3.78,444.22,2148.786508,895.944,9.11784,886.82616,8491.1,3420,11.1,3408.9,244.92,192.64,0,192.64,448.12,336,0.12,335.88,1041.20727,762.611024,0.3402231,762.2708009,393,543,Ca19Mg2P14O56Eu0.06
14,8,1,7,97,63,8,55,221.9265313,151.964,15.999,135.965,525,185,60,125,6.56,3.44,0,3.44,14,6,1,5,34.9142017,13.618054,5.1390767,8.4789773,190,64,30,34,410.8728318,151.964,61.947524,90.016476,1405,540,185,355,34.69,27.52,0,27.52,63,48,2,46,151.0054191,108.944432,5.670385,103.274047,393,600,Na3P2O8Eu1
21.1,15,0.1,14.9,152,63,8,55,352.81884,151.964,15.999,135.965,570,185,60,125,6.82,3.44,0,3.44,17,6,2,4,32.598129,13.618054,5.670385,7.947669,372.3,168,6.3,161.7,816.79308,383.8,15.1964,368.6036,1858.5,900,18.5,881.5,62.68,51.6,0,51.6,120.2,90,0.2,89.8,245.6420885,204.27081,0.5670385,203.7037715,393.5,349,Y2Mo4O15Eu0.1
21.75,15,0.75,14.25,152,63,8,55,352.81884,151.964,15.999,135.965,570,185,60,125,6.82,3.44,0,3.44,17,6,2,4,32.598129,13.618054,5.670385,7.947669,413.25,168,47.25,120.75,915.56968,383.8,113.973,269.827,1978.75,900,138.75,761.25,62.68,51.6,0,51.6,121.5,90,1.5,88.5,249.3278388,204.27081,4.25278875,200.0180213,393.5,449,Y2Mo4O15Eu0.75
13,8,1,7,165,63,8,55,380.354562,151.964,15.999,135.965,725,235,60,175,8.61,3.44,0,3.44,20,6,1,5,41.044683,13.618054,4.177128,9.440926,258,74,15,59,577.815362,170.9356,30.973762,139.961838,1380,480,100,380,33.51,27.52,0,27.52,63,48,2,46,140.548189,108.944432,5.670385,103.274047,393.5,716,Rb2PO8MoEu1
92,56,0.4,55.6,192,83,3,80,454.935162,208.9804,6.94,202.0404,830,185,60,125,9.51,3.44,0,3.44,21,6,1,5,48.56551096,13.618054,5.391714761,8.226339239,1098,448,9,439,2246.571228,895.944,20.82,875.124,8610,3360,64,3296,245,192.64,0,192.64,448.2,336,1.2,334.8,1041.953003,762.611024,2.9142064,759.6968176,394,403,Ca18Li3Bi0.4P14O56Eu0.6
40.7,25,0.06,24.94,198,63,8,55,472.28047,151.964,15.999,135.965,765,215,60,155,7.33,3.44,0,3.44,17,6,2,4,38.228686,13.618054,5.211664,8.40639,833.26,321.48,3.78,317.7,1910.337691,783.4268508,9.11784,774.3090108,4130.9,1500,11.1,1488.9,107.164,86,0,86,199.04,150,0.12,149.88,442.0020431,340.45135,0.3402231,340.1111269,394,418,Ba4La5.64Si6O25Eu0.06
22,14,0.2,13.8,176,63,3,60,412.926762,151.964,6.94,145.024,835,215,60,155,9.31,3.44,0,3.44,19,6,1,5,46.37780556,13.618054,5.211664,8.40639,319.4,112,3,109,702.125448,247.1886,6.94,240.2486,1939,840,37,803,61.312,48.16,0,48.16,112,84,0.4,83.6,254.5055888,190.652756,1.134077,189.518679,394,430,Ba1.8LiGaP4O14Eu0.2
17,11,0.4,10.6,233,83,8,75,565.2119,208.9804,15.999,192.9814,755,215,60,155,7.86,3.44,0,3.44,20,6,2,4,38.531806,13.618054,5.211664,8.40639,340,112,33.2,78.8,778.23806,274.654,83.59216,191.06184,1670,660,64,596,45.27,37.84,0,37.84,88.2,66,1.2,64.8,186.7769204,149.798594,2.9142064,146.8843876,394,451,Ba2Bi0.4V3O11Eu0.6
6,4,0.4,3.6,166,83,9,74,402.9325724,208.9804,18.99840316,189.9819968,575,185,50,135,6.81,3.98,0,3.98,15,7,1,6,35.5177977,17.42282,5.1390767,12.2837433,122,49.8,11,38.8,285.1572219,125.38824,22.98976928,102.3984707,550,200,74,126,17.99,15.92,0,15.92,32.8,28,0.8,27.2,81.4698203,69.69128,2.268154,67.423126,394,465,NaBi0.6F4Eu0.4
19.25,12,0.25,11.75,177,64,8,56,421.163,157.25,15.999,141.251,570,185,60,125,6.8,3.44,0,3.44,16,6,2,4,32.530665,13.618054,5.670385,7.947669,537.75,384,15.75,368.25,1269.429,943.5,37.991,905.509,1991.25,1080,46.25,1033.75,50.64,41.28,0,41.28,90.5,72,0.5,71.5,208.8254503,163.416648,1.41759625,161.9990518,394,473,Gd6MoO12Eu0.25
11,6,0.3,5.7,182,63,5,58,427.9956093,151.964,10.81,141.154,905,215,60,155,8.52,3.44,0,3.44,17,6,1,5,44.1544587,13.618054,5.1390767,8.4789773,180.8,56,10,46,410.9773213,137.327,21.62,115.707,1108.5,360,54,306,26.906,20.64,0,20.64,47.3,36,0.9,35.1,114.4895502,81.708324,1.865178,79.843146,394,498,NaBaY0.3B2O6Eu0.7
18.73,12,0.09,11.91,186,83,8,75,449.5734,208.9804,15.999,192.9814,530,185,60,125,7.35,3.44,0,3.44,17,6,2,4,34.47339,13.618054,5.670385,7.947669,499.79,302.12,5.67,296.45,1184.243416,760.688656,13.67676,747.011896,1694.05,720,16.65,703.35,54.226,41.28,0,41.28,102.38,72,0.18,71.82,214.1445659,163.416648,0.51033465,162.9063134,394,498,Bi3.64Ge3O12Eu0.09
19.65,12,0.35,11.65,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,223.35,96,22.05,73.95,465.5086742,191.988,53.1874,138.8006,1832.75,720,64.75,655.25,52.408,41.28,0,41.28,94.6,72,0.7,71.3,220.8085079,163.416648,1.98463475,161.4320133,394,523,Na3Sc1.3P3O12Eu0.35
9.8,6,0.2,5.8,143,63,8,55,335.641,151.964,15.999,135.965,565,185,60,125,6.54,3.44,0,3.44,16,6,2,4,34.4112542,13.618054,5.670385,7.947669,164.6,52,12.6,39.4,358.1896,127.6,30.3928,97.2072,1005,468,37,431,25.34,20.64,0,20.64,47.6,36,0.4,35.6,107.7462645,81.708324,1.134077,80.574247,394,540,Ca2.6TeO6Eu0.2
11,6,0.3,5.7,190,63,5,58,444.10414,151.964,10.81,141.154,945,220,60,160,8.41,3.44,0,3.44,17,6,1,5,43.35604554,13.618054,4.34066354,9.27739046,188.8,56,10,46,427.085852,137.327,21.62,115.707,1148.5,360,54,306,26.796,20.64,0,20.64,47.3,36,0.9,35.1,113.691137,81.708324,1.865178,79.843146,394,553,KBaY0.3B2O6Eu0.7
45,28,0.4,27.6,145,63,8,55,331.51267,151.964,15.999,135.965,705,200,60,140,7.94,3.44,0,3.44,18,6,2,4,42.0314822,13.618054,5.670385,7.947669,708.8,342,12.6,329.4,1541.127479,788.58,26.9735448,761.6064552,4350,1800,74,1726,121.016,96.32,0,96.32,223.6,168,0.8,167.2,512.1711668,381.305512,2.268154,379.037358,394,553,Sr9Sc0.6P7O28Eu0.4
13.96,9,0.08,8.92,199,63,8,55,469.144,151.964,15.999,135.965,740,215,60,155,7.67,3.44,0,3.44,18,6,2,4,39.033438,13.618054,5.211664,8.40639,262.32,96,5.04,90.96,586.10988,217.89,12.15712,205.73288,1274,540,14.8,525.2,39.1032,30.96,0,30.96,71.92,54,0.16,53.84,157.9345861,122.562486,0.4536308,122.1088552,394,573,Ba0.88ZrGe3O9Eu0.08
6,4,0.01,3.99,238,83,8,75,562.5784,208.9804,15.999,192.9814,835,185,60,125,10.46,3.44,0,3.44,33,12,2,10,50.706819,13.618054,5.670385,7.947669,104.38,42,0.83,41.17,226.983704,95.95,2.089804,93.860196,524.25,240,1.6,238.4,17.456,13.76,0,13.76,40.43,24,0.05,23.95,70.57677107,54.472216,0.07285516,54.39936084,395,387,Mg0.10Zn0.84MoO4Eu0.05Bi0.01
12.65,7,0.35,6.65,126,63,5,58,290.6686093,151.964,10.81,141.154,690,185,60,125,7.63,3.44,0,3.44,15,6,1,5,38.9427947,13.618054,5.1390767,8.4789773,160.75,56,10,46,348.3575306,115.577592,21.62,93.957592,1248.75,420,64.75,355.25,31.606,24.08,0,24.08,54.6,42,0.7,41.3,132.2676422,95.326378,1.98463475,93.34174325,395,393,Na2Y1.3B2O7Eu0.35
20.9,13,0.1,12.9,143,63,8,55,323.9371393,151.964,15.999,135.965,750,185,60,125,6.97,3.44,0,3.44,16,6,1,5,37.2995209,13.618054,5.1390767,8.4789773,333.2,164,6.3,157.7,714.6376416,371.62548,15.1964,356.42908,2062.5,780,18.5,761.5,54.787,44.72,0,44.72,103.9,78,0.2,77.8,226.0163811,177.034702,0.5670385,176.4676635,395,440,Na1.9Ca1.9Nb4O13Eu0.1
6,4,0.25,3.75,188,64,8,56,444.1527693,157.25,15.999,141.251,750,185,60,125,7.73,3.44,0,3.44,17,6,1,5,37.6697417,13.618054,5.1390767,8.4789773,111.25,42,5.5,36.5,248.7443846,95.95,11.49488464,84.45511536,566.25,240,45,195,16.685,13.76,0,13.76,31.5,24,0.5,23.5,67.0892296,54.472216,1.41759625,53.05461975,395,448,Na0.5Gd0.25MoO4Eu0.25
10,6,0.07,5.93,114,63,9,54,263.6751724,151.964,18.99840316,132.9655968,545,185,50,135,6.72,3.98,0,3.98,13,7,1,6,34.2315835,17.42282,5.1390767,12.2837433,120.24,54,4.41,49.59,258.4395968,113.990419,10.63748,103.352939,973.85,540,12.95,527.05,28.3533,23.88,0,23.88,47.93,42,0.14,41.86,125.9304277,104.53692,0.39692695,104.1399931,395,458,Na3Ga0.93F6Eu0.07
10,6,0.05,5.95,114,63,9,54,263.6751724,151.964,18.99840316,132.9655968,545,185,50,135,6.72,3.98,0,3.98,13,7,1,6,34.2315835,17.42282,5.1390767,12.2837433,119.6,54,3.15,50.85,256.7947768,113.990419,7.5982,106.392219,972.75,540,9.25,530.75,28.3895,23.88,0,23.88,47.95,42,0.1,41.9,125.9370061,104.53692,0.28351925,104.2534008,395,473,Na3Ga0.95F6Eu0.05
27.2,20,0.3,19.7,180,64,3,61,428.103,157.25,6.94,150.31,715,185,60,125,7.78,3.44,0,3.44,17,6,1,5,37.92237976,13.618054,5.391714761,8.226339239,448.9,210,3,207,990.6126,479.75,6.94,472.81,2290.5,1200,54,1146,80.94,68.8,0,68.8,153.4,120,0.6,119.4,320.1632301,272.36108,1.8449388,270.5161412,395,483,LiGd0.3Mo5O20Eu0.9
13.45,8,0.45,7.55,182,63,8,55,420.8777393,151.964,15.999,135.965,935,195,60,135,8.1,3.44,0,3.44,19,6,1,5,42.8637579,13.618054,5.1390767,8.4789773,226.35,64,11,53,500.2320393,138.90547,22.98976928,115.9157007,1388.25,480,83.25,396.75,33.81,27.52,0,27.52,64.9,48,0.9,47.1,141.8176112,108.944432,2.55167325,106.3927588,395,483,NaCaLaV2O8Eu0.45
20.08,12,0.08,11.92,183,63,8,55,415.1523785,151.964,15.999,135.965,885,185,60,125,8.6,3.44,0,3.44,20,6,2,4,44.2385226,13.618054,5.670385,7.947669,299.04,96,5.04,90.96,636.5995755,191.988,12.15712,179.83088,1959.8,720,14.8,705.2,51.99,41.28,0,41.28,96.16,72,0.16,71.84,213.5389544,163.416648,0.4536308,162.9630172,395,498,Ca2YZr2Al3O12Eu0.08
12,8,0.2,7.8,212,74,3,71,515.993,183.84,6.94,176.9,705,185,60,125,7.32,3.44,0,3.44,17,6,1,5,38.69397976,13.618054,5.391714761,8.226339239,278.2,148,3,145,655.6332,367.68,6.94,360.74,1079,480,36,444,32.14,27.52,0,27.52,63,48,0.4,47.6,135.830474,108.944432,1.2299592,107.7144728,395,498,LiGd0.2W2O8Eu0.8
48,32,0.3,31.7,261,74,3,71,634.97547,183.84,6.94,176.9,935,215,60,155,8.11,3.44,0,3.44,20,6,1,5,43.33274776,13.618054,5.211664,8.40639,1156.2,592,9,583,2730.136441,1470.72,20.82,1449.9,4423,1920,58.5,1861.5,128.73,110.08,0,110.08,253.3,192,0.9,191.1,542.2715498,435.777728,1.67307,434.104658,395,510,Li3Ba2La0.3W8O32Eu2.7
18,12,0.2,11.8,252,64,8,56,597.5883,157.25,15.999,141.251,1005,220,60,160,8.51,3.44,0,3.44,19,6,1,5,42.08299254,13.618054,4.34066354,9.27739046,360.2,126,12.8,113.2,809.2845,287.85,31.45,256.4,1774,720,36,684,49.71,41.28,0,41.28,95,72,0.4,71.6,200.0125327,163.416648,1.2299592,162.1866888,395,510,KBaGd0.2Mo3O12Eu0.8
42,26,0.08,25.92,216,63,8,55,516.82547,151.964,15.999,135.965,780,215,60,155,7.44,3.44,0,3.44,17,6,2,4,37.976438,13.618054,5.211664,8.40639,968.48,451.44,5.04,446.4,2238.696442,1100.131322,12.15712,1087.974202,4299.2,1560,14.8,1545.2,111.992,89.44,0,89.44,207.92,156,0.16,155.84,456.5120208,354.069404,0.4536308,353.6157732,395,523,Ba2La7.92Ge6O26Eu0.08
13.01,6,0.01,5.99,156,63,3,60,365.3045385,151.964,6.94,145.024,845,215,65,150,8.42,3.04,0,3.04,17,5,1,4,44.94534516,14.53413,5.211664,9.322466,158.63,56,0.63,55.37,346.901717,137.327,1.51964,135.80736,1366.85,390,1.85,388.15,28.11,18.24,0,18.24,48.02,30,0.02,29.98,131.5314802,87.20478,0.05670385,87.14807615,395,538,BaLi2Al2Si2N6Eu0.01
10.3,6,0.1,5.9,241,74,3,71,567.90384,183.84,6.94,176.9,1000,185,60,125,10.81,3.44,0,3.44,26,6,1,5,53.50010876,13.618054,5.391714761,8.226339239,191.7,66.6,3,63.6,436.78504,165.456,6.94,158.516,1026.5,360,14.5,345.5,25.896,20.64,0,20.64,48.6,36,0.6,35.4,110.4515193,81.708324,0.709243,80.999081,395,550,LiYMgW0.9Mo0.1O6Eu0.3
11,7,0.45,6.55,132,63,8,55,304.73584,151.964,15.999,135.965,565,185,60,125,6.2,3.44,0,3.44,15,6,2,4,32.333819,13.618054,5.670385,7.947669,188.8,60.45,28.35,32.1,413.914852,137.804052,68.3838,69.420252,1062.25,420,83.25,336.75,29.051,24.08,0,24.08,55.55,42,0.9,41.1,121.1710443,95.326378,2.55167325,92.77470475,395,649,Y1.55Ti2O7Eu0.45
29,17,0.02,16.98,260,71,5,66,629.97227,174.9668,10.81,164.1568,915,215,60,155,8.47,3.44,0,3.44,18,6,2,4,43.800893,13.618054,5.211664,8.40639,623.72,318.08,1.14,316.94,1463.298373,783.851264,2.7781094,781.0731546,2755.4,1020,3.9,1016.1,74.962,58.48,0,58.48,131.02,102,0.06,101.94,310.6749736,231.506918,0.111538,231.39538,396,385,Ba2Lu4.48La0.02B5O17Eu0.5
13,8,0.5,7.5,203,64,8,56,475.1265313,157.25,15.999,141.251,850,185,60,125,9.92,3.44,0,3.44,22,6,1,5,48.1564277,13.618054,5.1390767,8.4789773,206.5,64,15,49,455.5023006,127.992,30.973762,97.018238,1267.5,480,90,390,34.33,27.52,0,27.52,63,48,1,47,142.7117919,108.944432,2.8351925,106.1092395,396,455,Na2Gd0.5PO8MoEu0.5
13,8,0.4,7.6,210,71,8,63,492.8433313,174.9668,15.999,158.9678,845,185,60,125,9.72,3.44,0,3.44,22,6,1,5,47.4325027,13.618054,5.1390767,8.4789773,209.2,64,15,49,462.0604206,127.992,30.973762,97.018238,1266,480,70,410,34.13,27.52,0,27.52,63,48,0.8,47.2,142.3742808,108.944432,2.1703484,106.7740836,396,470,Na2Lu0.4MoO8PEu0.6
46.2,32,0.3,31.7,299,74,3,71,722.59547,183.84,6.94,176.9,1135,215,60,155,9.06,3.44,0,3.44,22,6,1,5,49.02761496,13.618054,5.211664,8.40639,1024.8,592,9,583,2406.894241,1470.72,20.82,1449.9,4075,1920,58.5,1861.5,128.79,110.08,0,110.08,249.7,192,0.9,191.1,532.54806,435.777728,1.67307,434.104658,396,475,Li3BaSrLa0.3W8O32Eu0.9
29,17,0.5,16.5,196,64,5,59,473.35,157.25,10.81,146.44,725,215,60,155,7.57,3.44,0,3.44,15,6,2,4,38.947918,13.618054,5.211664,8.40639,592.5,288,25,263,1384.294,707.625,54.05,653.575,2777.5,1020,92.5,927.5,75.86,58.48,0,58.48,131,102,1,101,313.9296155,231.506918,2.8351925,228.6717255,396,490,Ba2Gd4.5B5O17Eu0.5
13,8,1,7,179,74,8,66,421.875062,183.84,15.999,167.841,700,220,60,160,8.15,3.44,0,3.44,20,6,1,5,41.97981854,13.618054,4.34066354,9.27739046,254,74,15,59,572.966362,183.84,30.973762,152.866238,1340,480,100,380,33.05,27.52,0,27.52,63,48,2,46,141.6468601,108.944432,5.670385,103.274047,396,500,K2WPO8Eu1
10,6,0.4,5.6,203,71,8,63,475.91417,174.9668,15.999,158.9678,745,185,60,125,7.04,3.44,0,3.44,17,6,2,4,37.5863152,13.618054,5.425871,8.192183,196.8,48,25.2,22.8,434.82205,104.98008,60.7856,44.19448,1044,360,74,286,24.84,20.64,0,20.64,47,36,0.8,35.2,106.217161,81.708324,2.268154,79.44017,396,500,Ca2Lu0.6NbO6Eu0.4
10,6,0.4,5.6,235,73,8,65,563.95568,180.94788,15.999,164.94888,745,185,60,125,6.94,3.44,0,3.44,17,6,2,4,38.3770352,13.618054,5.425871,8.192183,228.8,73,25.2,47.8,522.86356,180.94788,60.7856,120.16228,1044,360,74,286,24.74,20.64,0,20.64,47,36,0.8,35.2,107.007881,81.708324,2.268154,79.44017,396,583,Ca2Lu0.6TaO6Eu0.4
5,3,0.05,2.95,168,63,8,55,392.2553,151.964,15.999,135.965,820,220,60,160,6.69,3.44,0,3.44,15,6,1,5,35.66888654,13.618054,4.34066354,9.27739046,100.13,49.84,1.14,48.7,228.029128,122.22103,2.345898,119.875132,533.8,191.35,9.25,182.1,12.7013,10.32,0,10.32,23.94,18,0.06,17.94,52.86462202,40.854162,0.260439812,40.59372219,397,427,Ba0.89TiO3K0.06Eu0.05
42,26,2,24,237,63,8,55,561.18631,151.964,15.999,135.965,945,215,60,155,8.55,3.44,0,3.44,20,6,2,4,44.445946,13.618054,5.211664,8.40639,816.8,208,84,124,1841.723416,415.974,168.51,247.464,4138,1560,430,1130,109.164,89.44,0,89.44,205.6,156,4,152,460.291546,354.069404,10.423328,343.646076,397,473,Ba2Y3.2La2.4Si6O26Eu2.4
26,15,0.5,14.5,148,63,5,58,334.7383785,151.964,10.81,141.154,815,185,60,125,9.31,3.44,0,3.44,19,6,2,4,45.9026416,13.618054,5.670385,7.947669,290,120,19.5,100.5,604.8385355,239.985,43.24,196.745,2337.5,900,90,810,68.2,51.6,0,51.6,119.5,90,1,89,279.7034793,204.27081,2.8351925,201.4356175,397,500,Ca3Y0.5Al3O15B4Eu0.5
